Domain-04	POLITICS
ThesaurusConcept-3912	xenophobia
ThesaurusConcept-3913	equality between men and women
ThesaurusConcept-3914	academic freedom
ThesaurusConcept-3915	right to development
ThesaurusConcept-3916	children's rights
ThesaurusConcept-3917	cruel and degrading treatment
ThesaurusConcept-3918	Schleswig-Holstein
ThesaurusConcept-3919	child protection
ThesaurusConcept-3920	crime against humanity
ThesaurusConcept-3921	retroactivity of a law
ThesaurusConcept-3922	comparative law
ThesaurusConcept-3923	administrative science
ThesaurusConcept-3924	local legislation
ThesaurusConcept-3925	information science
ThesaurusConcept-3926	civil liability
ThesaurusConcept-3927	contractual liability
ThesaurusConcept-3928	behavioural sciences
ThesaurusConcept-3929	ownership
ThesaurusConcept-3930	atlas
ThesaurusConcept-3931	soil science
ThesaurusConcept-3932	privatisation
ThesaurusConcept-3933	economics
ThesaurusConcept-3934	inheritance
ThesaurusConcept-3935	legal science
ThesaurusConcept-3936	law of succession
ThesaurusConcept-3937	time-sharing
ThesaurusConcept-3938	easement
ThesaurusConcept-3939	enjoyment of rights
ThesaurusConcept-3940	legal domicile
ThesaurusConcept-3941	life sciences
ThesaurusConcept-3942	financial solvency
ThesaurusConcept-3943	crime against individuals
ThesaurusConcept-3944	crime against property
ThesaurusConcept-3945	illegal restraint
ThesaurusConcept-3946	physical sciences
ThesaurusConcept-3947	political science
ThesaurusConcept-3948	customs fraud
ThesaurusConcept-3949	applied sciences
ThesaurusConcept-3950	defamation
ThesaurusConcept-3951	tax offence
ThesaurusConcept-3952	earth sciences
ThesaurusConcept-3953	imprisonment
ThesaurusConcept-3954	law relating to prisons
ThesaurusConcept-3955	prisoner
ThesaurusConcept-3956	social sciences
ThesaurusConcept-3957	alternative sentence
ThesaurusConcept-3958	conditional discharge
ThesaurusConcept-3959	confiscation of property
ThesaurusConcept-3960	reduction of sentence
ThesaurusConcept-3961	transfer of prisoners
ThesaurusConcept-3962	prison system
ThesaurusConcept-3963	prison administration
ThesaurusConcept-3964	political split
ThesaurusConcept-3965	limitation of legal proceedings
ThesaurusConcept-3966	legal hearing
ThesaurusConcept-3967	atmosphere
ThesaurusConcept-3968	schooling
ThesaurusConcept-3969	legal aid
ThesaurusConcept-3970	arrest
ThesaurusConcept-3971	judicial inquiry
ThesaurusConcept-3972	search
ThesaurusConcept-3973	detention before trial
ThesaurusConcept-3974	rights of the defence
ThesaurusConcept-3975	double-ballot voting system
ThesaurusConcept-3976	single-ballot system
ThesaurusConcept-3977	list voting system
ThesaurusConcept-3978	EC action to establish liability
ThesaurusConcept-3979	action by staff
ThesaurusConcept-3980	reference to the EC Court of Justice for a preliminary ruling
ThesaurusConcept-3981	majority voting system
ThesaurusConcept-3982	uninominal voting system
ThesaurusConcept-3983	commercial court
ThesaurusConcept-3984	parliamentary sitting
ThesaurusConcept-3985	court of arbitration
ThesaurusConcept-3986	international court
ThesaurusConcept-3987	fiscal court
ThesaurusConcept-3988	drought
ThesaurusConcept-3989	legal adviser
ThesaurusConcept-3990	lay magistrate
ThesaurusConcept-3992	maritime area
ThesaurusConcept-3993	threat to national security
ThesaurusConcept-3994	banking secrecy
ThesaurusConcept-3995	maritime surveillance
ThesaurusConcept-3996	freedom of the seas
ThesaurusConcept-3997	industrial secret
ThesaurusConcept-3998	extra-atmospheric space
ThesaurusConcept-3999	space property right
ThesaurusConcept-4000	professional secret
ThesaurusConcept-4001	use of outer space
ThesaurusConcept-4002	UN Secretariat
ThesaurusConcept-4003	foreign national
ThesaurusConcept-4004	residence permit
ThesaurusConcept-4005	admission of aliens
ThesaurusConcept-4006	economic sector
ThesaurusConcept-4007	mixed marriage
ThesaurusConcept-4008	primary sector
ThesaurusConcept-4009	international law - national law
ThesaurusConcept-4010	international economic law
ThesaurusConcept-4011	administrative responsibility
ThesaurusConcept-4012	public economic law
ThesaurusConcept-4013	quaternary sector
ThesaurusConcept-4014	EC Decision
ThesaurusConcept-4015	EC Directive
ThesaurusConcept-4016	secondary sector
ThesaurusConcept-4017	EU legal system
ThesaurusConcept-4018	secondary legislation
ThesaurusConcept-4019	EAEC Directive
ThesaurusConcept-4020	EC recommendation
ThesaurusConcept-4021	tertiary sector
ThesaurusConcept-4022	EC Regulation
ThesaurusConcept-4023	implementing Regulation
ThesaurusConcept-4024	EAEC opinion
ThesaurusConcept-4025	security of supply
ThesaurusConcept-4026	ECSC opinion
ThesaurusConcept-4027	opinion of the Court of Justice (EU)
ThesaurusConcept-4028	social-security harmonisation
ThesaurusConcept-4029	job security
ThesaurusConcept-4030	external competence (EU)
ThesaurusConcept-4031	Protocol (EU)
ThesaurusConcept-4032	Merger Treaty
ThesaurusConcept-4033	transport safety
ThesaurusConcept-4034	Single European Act
ThesaurusConcept-4035	EC Accession Treaty
ThesaurusConcept-4036	product safety
ThesaurusConcept-4037	EAEC Joint Undertaking
ThesaurusConcept-4038	European Commission
ThesaurusConcept-4039	occupational safety
ThesaurusConcept-4040	EU relations
ThesaurusConcept-4041	ACP-EU Council of Ministers
ThesaurusConcept-4042	nuclear safety
ThesaurusConcept-4043	member of the Court of Justice (EU)
ThesaurusConcept-4044	European Commissioner
ThesaurusConcept-4045	public safety
ThesaurusConcept-4046	European Association for Cooperation
ThesaurusConcept-4047	road safety
ThesaurusConcept-4048	association agreement (EU)
ThesaurusConcept-4049	ACP-EU Convention
ThesaurusConcept-4050	social security
ThesaurusConcept-4051	ACP-EU Committee of Ambassadors
ThesaurusConcept-4052	ACP-EU Joint Committee
ThesaurusConcept-4053	third Lomé Convention
ThesaurusConcept-4054	EURES
ThesaurusConcept-4055	EDF
ThesaurusConcept-4056	European Social Fund
ThesaurusConcept-4057	enlargement of the Union
ThesaurusConcept-4058	housing allocation
ThesaurusConcept-4059	rye
ThesaurusConcept-4060	European Union
ThesaurusConcept-4061	history of Europe
ThesaurusConcept-4062	chemical salt
ThesaurusConcept-4063	European Union membership
ThesaurusConcept-4064	Latin American Economic System
ThesaurusConcept-4065	common position
ThesaurusConcept-4066	joint action
ThesaurusConcept-4067	Institution of the Union
ThesaurusConcept-4068	Treaty on European Union
ThesaurusConcept-4069	LAES countries
ThesaurusConcept-4070	European political cooperation
ThesaurusConcept-4071	competition (EU)
ThesaurusConcept-4072	selection of pupils
ThesaurusConcept-4073	supplementary trade mechanism
ThesaurusConcept-4074	risk prevention
ThesaurusConcept-4075	natural hazard
ThesaurusConcept-4076	industrial hazard
ThesaurusConcept-4077	economic liberalism
ThesaurusConcept-4078	customs duties
ThesaurusConcept-4079	customs inspection
ThesaurusConcept-4080	CCT duties
ThesaurusConcept-4081	seed
ThesaurusConcept-4082	weights and measures
ThesaurusConcept-4083	preserved product
ThesaurusConcept-4084	semi-metal
ThesaurusConcept-4085	irradiation
ThesaurusConcept-4086	subsistence level income
ThesaurusConcept-4087	personal weapon
ThesaurusConcept-4088	meal
ThesaurusConcept-4089	patronage
ThesaurusConcept-4090	administrative competition
ThesaurusConcept-4091	public hearing
ThesaurusConcept-4092	Senegal
ThesaurusConcept-4093	separation of powers
ThesaurusConcept-4094	psychoanalysis
ThesaurusConcept-4095	sericulture
ThesaurusConcept-4096	visual arts
ThesaurusConcept-4097	cultural pluralism
ThesaurusConcept-4098	customs and traditions
ThesaurusConcept-4099	service
ThesaurusConcept-4100	architectural heritage
ThesaurusConcept-4101	church
ThesaurusConcept-4102	anthem
ThesaurusConcept-4103	flag
ThesaurusConcept-4104	after-sales service
ThesaurusConcept-4105	literary and artistic property
ThesaurusConcept-4106	alternative service
ThesaurusConcept-4107	aerodynamics
ThesaurusConcept-4108	thermodynamics
ThesaurusConcept-4109	plasma physics
ThesaurusConcept-4110	laser physics
ThesaurusConcept-4111	genetic engineering
ThesaurusConcept-4112	painting
ThesaurusConcept-4113	employment service
ThesaurusConcept-4114	release on licence
ThesaurusConcept-4115	capital increase
ThesaurusConcept-4116	health service
ThesaurusConcept-4117	agricultural situation
ThesaurusConcept-4118	post office financial services
ThesaurusConcept-4119	promulgation of a law
ThesaurusConcept-4120	financial interests of members
ThesaurusConcept-4121	Arab-African cooperation
ThesaurusConcept-4122	free service
ThesaurusConcept-4123	Euro-Arab cooperation
ThesaurusConcept-4124	Commission Delegation
ThesaurusConcept-4125	EU control
ThesaurusConcept-4126	principle of additionality
ThesaurusConcept-4127	national service
ThesaurusConcept-4128	peripheral region
ThesaurusConcept-4129	island region
ThesaurusConcept-4130	most favoured nation
ThesaurusConcept-4131	payable service
ThesaurusConcept-4132	subsidiary budget
ThesaurusConcept-4133	postal service
ThesaurusConcept-4134	multilingual dictionary
ThesaurusConcept-4135	dictionary of abbreviations
ThesaurusConcept-4136	public service
ThesaurusConcept-4137	encyclopaedia
ThesaurusConcept-4138	thesaurus
ThesaurusConcept-4139	periodical publication
ThesaurusConcept-4140	secret service
ThesaurusConcept-4141	domestic waste
ThesaurusConcept-4142	single-crop farming
ThesaurusConcept-4143	social services
ThesaurusConcept-4144	newspaper
ThesaurusConcept-4145	sesame
ThesaurusConcept-4146	price increase
ThesaurusConcept-4147	parliamentary session
ThesaurusConcept-4148	Seychelles
ThesaurusConcept-4149	International Finance Corporation
ThesaurusConcept-4150	grande école
ThesaurusConcept-4151	university
ThesaurusConcept-4152	transport of animals
ThesaurusConcept-4153	associative movement
ThesaurusConcept-4154	Sharjah
ThesaurusConcept-4155	Sicily
ThesaurusConcept-4156	stationing of forces
ThesaurusConcept-4157	parliamentary seat
ThesaurusConcept-4158	head office
ThesaurusConcept-4159	vacant seat
ThesaurusConcept-4160	Australia
ThesaurusConcept-4161	Sierra Leone
ThesaurusConcept-4162	traffic signs
ThesaurusConcept-4163	pet food
ThesaurusConcept-4164	Singapore
ThesaurusConcept-4165	acid rain
ThesaurusConcept-4166	insurance claim
ThesaurusConcept-4167	town-planning profession
ThesaurusConcept-4168	documentary tool
ThesaurusConcept-4169	non-woven fabric
ThesaurusConcept-4170	syrup
ThesaurusConcept-4171	Aegean Islands
ThesaurusConcept-4172	Canary Islands
ThesaurusConcept-4173	sisal
ThesaurusConcept-4174	Bureau of the EP
ThesaurusConcept-4175	president of an institution
ThesaurusConcept-4176	seismology
ThesaurusConcept-4177	vice-president of an institution
ThesaurusConcept-4178	Secretary General of an Institution
ThesaurusConcept-4179	institutional activity
ThesaurusConcept-4180	seat of institution
ThesaurusConcept-4181	institutional reform
ThesaurusConcept-4182	competence of the institution
ThesaurusConcept-4183	EU situation
ThesaurusConcept-4184	marital status
ThesaurusConcept-4185	space policy
ThesaurusConcept-4186	self-supply
ThesaurusConcept-4187	financial situation
ThesaurusConcept-4188	socialism
ThesaurusConcept-4189	organisation
ThesaurusConcept-4190	public limited company
ThesaurusConcept-4191	company constituted under civil law
ThesaurusConcept-4192	professional partnership
ThesaurusConcept-4193	firm governed by commercial law
ThesaurusConcept-4194	mixed-ownership company
ThesaurusConcept-4195	investment company
ThesaurusConcept-4196	company with share capital
ThesaurusConcept-4197	bus
ThesaurusConcept-4198	consumer society
ThesaurusConcept-4199	partnership
ThesaurusConcept-4200	limited partnership
ThesaurusConcept-4201	undisclosed partnership
ThesaurusConcept-4202	European company
ThesaurusConcept-4203	parent company
ThesaurusConcept-4204	non-profit organisation
ThesaurusConcept-4205	sociology
ThesaurusConcept-4206	South Jutland
ThesaurusConcept-4207	silk
ThesaurusConcept-4208	own consumption
ThesaurusConcept-4209	care of the disabled
ThesaurusConcept-4210	soya bean
ThesaurusConcept-4211	solvent
ThesaurusConcept-4212	Somalia
ThesaurusConcept-4213	sample survey
ThesaurusConcept-4214	opinion poll
ThesaurusConcept-4215	sorghum
ThesaurusConcept-4216	self-determination
ThesaurusConcept-4217	Sudan
ThesaurusConcept-4218	sulphur
ThesaurusConcept-4219	tendering
ThesaurusConcept-4220	source of information
ThesaurusConcept-4221	source of aid
ThesaurusConcept-4222	source of law
ThesaurusConcept-4223	underdevelopment
ThesaurusConcept-4224	by-product
ThesaurusConcept-4225	agricultural by-product
ThesaurusConcept-4226	self-financing
ThesaurusConcept-4227	milk by-product
ThesaurusConcept-4228	metal by-product
ThesaurusConcept-4229	sub-proletariat
ThesaurusConcept-4230	undernourishment
ThesaurusConcept-4231	underpopulation
ThesaurusConcept-4232	subcontracting
ThesaurusConcept-4233	self-management
ThesaurusConcept-4234	breadwinner
ThesaurusConcept-4235	price support
ThesaurusConcept-4236	farm price support
ThesaurusConcept-4237	monetary support
ThesaurusConcept-4238	national sovereignty
ThesaurusConcept-4239	product specialisation
ThesaurusConcept-4240	specialisation of trade
ThesaurusConcept-4241	budgetary specification
ThesaurusConcept-4242	voluntary restraint
ThesaurusConcept-4243	building speculation
ThesaurusConcept-4244	Sporades
ThesaurusConcept-4245	sport
ThesaurusConcept-4246	Sri Lanka
ThesaurusConcept-4247	Stabex
ThesaurusConcept-4248	price stability
ThesaurusConcept-4249	income stabilisation
ThesaurusConcept-4250	economic stabilisation
ThesaurusConcept-4251	indoor livestock farming
ThesaurusConcept-4252	interprofessional agreement
ThesaurusConcept-4253	automation
ThesaurusConcept-4254	economic stagnation
ThesaurusConcept-4255	experimental farm
ThesaurusConcept-4256	statistics
ThesaurusConcept-4257	agricultural statistics
ThesaurusConcept-4258	EU statistics
ThesaurusConcept-4259	population statistics
ThesaurusConcept-4260	fishing statistics
ThesaurusConcept-4261	motor car
ThesaurusConcept-4262	economic statistics
ThesaurusConcept-4263	financial statistics
ThesaurusConcept-4264	industrial statistics
ThesaurusConcept-4265	international statistics
ThesaurusConcept-4266	national statistics
ThesaurusConcept-4267	official statistics
ThesaurusConcept-4268	regional statistics
ThesaurusConcept-4269	status of Berlin
ThesaurusConcept-4270	status of Jerusalem
ThesaurusConcept-4271	regulations for civil servants
ThesaurusConcept-4272	autonomy
ThesaurusConcept-4273	staff regulations
ThesaurusConcept-4274	legal status
ThesaurusConcept-4275	political status
ThesaurusConcept-4276	occupational status
ThesaurusConcept-4277	social status
ThesaurusConcept-4278	sterilisation
ThesaurusConcept-4279	tax incentive
ThesaurusConcept-4280	stock
ThesaurusConcept-4281	Community stock
ThesaurusConcept-4282	financial autonomy
ThesaurusConcept-4283	economic contingency stock
ThesaurusConcept-4284	intervention stock
ThesaurusConcept-4285	surplus stock
ThesaurusConcept-4286	minimum stock
ThesaurusConcept-4287	world stock
ThesaurusConcept-4288	private stock
ThesaurusConcept-4289	public stock
ThesaurusConcept-4290	buffer stock
ThesaurusConcept-4291	storage
ThesaurusConcept-4292	stockpiling of weapons
ThesaurusConcept-4293	energy storage
ThesaurusConcept-4294	storage of food
ThesaurusConcept-4295	document storage
ThesaurusConcept-4296	Greater Copenhagen
ThesaurusConcept-4297	Storstrøm
ThesaurusConcept-4298	agricultural structure
ThesaurusConcept-4299	employment structure
ThesaurusConcept-4300	company structure
ThesaurusConcept-4301	budget authorisation
ThesaurusConcept-4302	economic structure
ThesaurusConcept-4303	industrial structures
ThesaurusConcept-4304	institutional structure
ThesaurusConcept-4305	social structure
ThesaurusConcept-4306	narcotic
ThesaurusConcept-4307	carcinogenic substance
ThesaurusConcept-4308	dangerous substance
ThesaurusConcept-4309	restrictive-practice authorisation
ThesaurusConcept-4310	export subsidy
ThesaurusConcept-4311	food substitute
ThesaurusConcept-4312	transfer of farms
